title,genres,popularity,vote_average
Estômago: A Gastronomic Story,"Drama, Foreign",1.76,7.9
Suing The Devil,"Comedy, Drama, Thriller",0.59,3.7
A Pigeon Sat on a Branch Reflecting on Existence,"Drama, Comedy",6.57,6.6
Panda! Go Panda!: Rainy Day Circus,"Animation, Comedy, Family, Foreign",0.88,5.2
Nine Miles Down,"Horror, Mystery, Thriller",1.78,5.3
Miss Julie,Drama,3.79,5.8
All Together,Comedy,3.0,6.3
Teen Spirit,"Drama, Fantasy, Comedy",5.64,5.5
The Forbidden Room,"Mystery, Drama, Comedy, Romance",3.09,6.4
Evilenko,"Drama, Horror, Thriller, Crime",1.8,5.4
Alien Outpost,"Thriller, Action, Science Fiction",4.9,4.6
Foreign Body,Drama,0.37,5.5
The Loft,Thriller,14.44,6.4
[REC]⁴ Apocalypse,"Thriller, Horror",7.33,5.2
Vice,"Thriller, Science Fiction, Action, Adventure",19.24,4.1
The Guard from the Underground,"Drama, Horror, Thriller, Crime",0.01,5.5
The Well,Drama,1.31,7.3
Wicked Woman,Drama,0.48,4.3
House of Numbers,Crime,0.5,4.3
Longshot,"Action, Comedy, Family, Thriller",1.19,0.0
Rio Diablo,"Western, TV Movie",0.18,0.0
"Massaï, les guerriers de la pluie","Adventure, Drama",0.07,8.5
Family Guy Presents: Blue Harvest,Animation,5.66,7.2
Sanatorium,Thriller,1.6,5.4
High School Hellcats,Drama,0.32,5.3
Last Days in Vietnam,"War, Documentary",1.57,7.0
Manakamana,Documentary,2.26,7.1
Saturday Night,"Comedy, Documentary",0.79,7.2
Hippie Masala - Forever in India,Documentary,0.38,3.8
A Grain of Truth,"Mystery, Thriller",0.8,8.0
The Photographer,Thriller,0.23,6.8
Casa de Lava,Drama,1.43,7.3
Karen Cries on the Bus,Drama,0.15,7.5
Sofie,Drama,0.54,5.0
Kristin Lavransdatter,"Drama, Romance",0.09,6.5
Private Confessions,Drama,0.77,5.0
Lost River,"Fantasy, Thriller",6.64,5.8
Landscape Suicide,,0.02,8.2
One Way Boogie Woogie,,0.04,6.4
Deseret,Documentary,0.14,6.3
13 Lakes,,0.19,5.0
Ruhr,Documentary,0.6,8.3
natural history,,0.11,5.0
Black Venus,"History, Drama",7.15,7.0
Poetical Refugee,Drama,0.8,6.5
Chuck Norris vs Communism,"Documentary, History",0.96,7.1
Fear Clinic,Horror,2.51,4.0
El siete machos,"Comedy, Western",0.28,6.5
The Devil with Seven Faces,Thriller,0.33,5.4
Battletruck,Science Fiction,0.82,4.2
The Glitterball,"Family, Science Fiction",0.17,4.8
The Questor Tapes,Science Fiction,0.47,4.8
The UFO Incident,,0.17,6.3
Italiano medio,Comedy,3.78,6.0
Lure of the Sila,Drama,0.09,6.0
Londra chiama Polo Nord,"Drama, War",0.67,7.0
Under Ten Flags,"History, War",0.86,5.4
Chino,"Action, Western, Foreign",1.13,4.1
National Lampoon's The Legend of Awesomest Maximus,Comedy,3.39,3.9
The Shuttered Room,"Drama, Mystery, Horror",1.59,6.0
Sebastian,"Drama, Romance",1.24,6.2
The Strange Affair,Drama,0.07,4.3
I Start Counting,Thriller,0.0,5.3
Madame Sin,Comedy,0.29,8.0
The Trial of Lee Harvey Oswald,"TV Movie, Drama",0.43,0.0
Party Girl,Drama,0.52,6.9
We Are Young. We Are Strong.,Drama,1.35,7.3
Relationship Status: It's Complicated,"Romance, Comedy",4.27,5.3
The Prophet,Comedy,0.73,6.5
Calculator,"Thriller, Science Fiction, Action",2.78,4.3
The Bandit,"Drama, Crime",0.37,6.3
Love in the City,"Drama, Romance",0.57,6.3
The Beach,,0.98,5.5
Guendalina,,0.77,5.0
Sweet Deceptions,"Romance, Drama",0.05,5.0
Letters of a Novice,Drama,0.2,6.3
Come Have Coffee with Us,Comedy,0.19,5.2
The Bronte Sisters,Drama,0.84,5.3
Hotel America,"Romance, Drama",0.32,6.6
I Don't Kiss,Drama,1.18,6.8
Unforgivable,Drama,0.81,6.5
In the Name of My Daughter,Drama,1.76,5.7
The Three Fantastic Supermen,"Action, Fantasy, Science Fiction",0.29,7.0
If You Meet Sartana Pray for Your Death,Western,0.76,4.9
Yeti: The Giant of the 20th Century,"Fantasy, Adventure",0.38,5.0
The Retrieval,"Western, Drama, History",1.6,6.4
Daughters of Satan,Horror,0.9,4.9
Back Soon,"Drama, Comedy, Romance, Foreign",0.34,4.1
Tintin and I,Documentary,0.66,5.8
Reach Me,Drama,9.26,5.1
Paz!,,1.18,6.5
Kiss of the Tarantula,Horror,0.04,5.0
Antarctica,Adventure,1.57,7.4
"Back to the Garden, Flower Power Comes Full Circle",,0.04,6.0
Incredible Rocky Mountain Race,,0.0,0.0
What the Day Owes the Night,"Drama, History, Romance",3.55,7.4
Scourge,"Drama, Horror, Mystery, Science Fiction",0.88,4.0
The Last Gladiators,Documentary,0.95,6.0
Project Viper,"Horror, Science Fiction",0.18,6.0
Hardwired,"Action, Adventure, Science Fiction, Thriller",4.91,4.9
Jay Mohr: Funny for a Girl,Comedy,1.17,5.0
The Gold Spinners,Documentary,0.21,6.0
Kawa,"Drama, Foreign",0.94,5.0
Adjust Your Tracking: The Untold Story of the VHS Collector,Documentary,0.62,7.6
Addicted to Plastic,Documentary,0.53,5.0
My So-Called Father,Drama,1.04,5.5
100 Bloody Acres,"Comedy, Horror",3.69,6.2
The Father of a Soldier,"Drama, War",0.98,6.8
Street Days,"Foreign, Drama",0.42,5.3
"Blue Mountains, or Unbelievable Story",Comedy,0.07,7.5
Evenings on a Farm near Dikanka,"Comedy, Fantasy, Romance",1.2,6.5
The Dead Season,"War, Thriller",0.47,5.4
Dauria,"Drama, History",0.24,7.0
The Bat,"Music, Comedy, Romance",0.0,6.0
The Green Van,"Adventure, Comedy, Drama",0.07,5.0
Fantômas: Juve Against Fantômas,"Crime, Drama",0.79,6.4
Fantômas: The Dead Man Who Killed,"Crime, Drama",0.41,6.4
Fantômas: Fantômas Against Fantômas,"Crime, Drama",0.32,6.2
Fantômas: The False Magistrate,"Crime, Drama",0.24,5.4
Private Worlds,Drama,0.0,0.0
Last of the Wild Horses,Western,0.74,2.5
Naked Gun,Western,0.71,3.3
"Go, Johnny, Go!",Music,0.19,6.0
Screwballs,Comedy,1.55,4.7
Loose Screws,Comedy,1.59,5.3
Valet Girls,Comedy,0.69,3.7
Screwball Hotel,Comedy,0.05,0.0
Spellcaster,"Horror, Mystery",0.66,4.7
The Glory Brigade,War,0.05,6.0
The Proud Ones,"Action, Western",0.54,5.4
"$1,000 on the Black",Western,0.63,6.0
Sartana the Gravedigger,"Western, Mystery",0.8,4.8
One Damned Day at Dawn... Django Meets Sartana!,Western,1.08,5.2
"I Am Sartana, Trade Your Guns for a Coffin",,0.29,8.0
"Have a Good Funeral, My Friend... Sartana Will Pay",Western,0.47,6.0
Django and Sartana Are Coming... It's the End,Western,0.21,5.0
Light the Fuse... Sartana Is Coming,Western,0.02,6.5
Trinity and Sartana Are Coming,"Western, Comedy",0.52,5.0
Kevin Hart: I'm a Grown Little Man,Comedy,1.78,7.5
Craig Ferguson: A Wee Bit o' Revolution,Comedy,0.22,5.3
"Bo Burnham: Words, Words, Words","Comedy, Music",0.86,6.8
Kathleen Madigan: Gone Madigan,Comedy,0.25,6.8
Jim Norton: American Degenerate,Comedy,0.48,7.3
Jim Jefferies: BARE,Comedy,1.63,7.7
The Killer Must Kill Again,"Foreign, Horror, Thriller",0.95,6.6
"Dr. Black, Mr. Hyde",Horror,0.0,6.3
Finders Killers,Western,0.0,0.0
The Dead Are Alive,"Horror, Mystery, Thriller",0.03,5.6
Four Gunmen of the Holy Trinity,Western,0.01,0.0
The New Kids,"Thriller, Horror, Drama",1.13,5.7
When Good Ghouls Go Bad,"Fantasy, Comedy, Science Fiction, Family",0.33,3.8
Not Safe for Work,Thriller,2.28,4.8
The Little Devil,"Comedy, Fantasy, Romance",4.3,6.6
Killing Kennedy,Drama,10.71,5.5
People in Places,"Comedy, Drama",0.35,5.0
Scorpion in Love,"Romance, Thriller, Drama",1.41,6.9
Anita,"Drama, Thriller, Romance, Foreign",0.47,6.1
Scooby-Doo in Arabian Nights,"Animation, Family",1.24,5.8
Beer for My Horses,"Action, Comedy",2.03,5.3
Beethoven's 3rd,Comedy,4.64,4.4
Beethoven's 5th,"Comedy, Family",3.97,4.5
Beethoven's Big Break,Comedy,12.82,4.3
Beethoven's Treasure Tail,"Action, Adventure, Family",1.21,6.7
Beethoven's Christmas Adventure,"Comedy, Family",4.48,5.3
City That Never Sleeps,"Crime, Drama",1.09,6.4
Cody the Robosapien,"Adventure, Drama, Family, Science Fiction",8.49,5.4
Contest,"Drama, Family",0.76,4.4
Freedom Song,Drama,0.03,0.0
Ricco,"Action, Foreign",0.33,6.5
Greetings from Tim Buckley,Drama,0.07,5.5
Griffin and Phoenix,Drama,0.0,0.0
Hard Promises,"Comedy, Romance",0.0,6.0
Harry & Son,Drama,2.07,5.1
Hercules,"Fantasy, Action, Adventure",1.84,5.0
"Lightning, the White Stallion","Adventure, Family",0.0,0.0
Little Monsters,Family,0.36,6.0
Madison Avenue,Drama,0.04,0.0
One Man's Justice,"Action, Thriller",0.15,5.5
Pulse,"Horror, Science Fiction",5.4,4.7
Ride 'Em Cowboy,"Comedy, Western",0.83,6.7
Shadow,"Horror, Thriller",2.95,5.5
Shadow,"Drama, Action",0.3,5.5
Shadow,"Comedy, Fantasy, Drama, Romance",0.24,6.4
St. Louis Blues,"Drama, Music",0.16,7.0
Stormy Weather,Music,0.7,6.9
Stormy Weather,,0.07,6.3
The Adventures of Hercules,"Comedy, Fantasy",1.26,5.4
The Borrowers,"Family, Fantasy",0.31,6.0
Brothers Karamazov,Drama,0.93,5.5
Murder by Phone,"Science Fiction, Thriller, Horror, Mystery",0.28,4.8
The Corsican Brothers,"Adventure, Drama",0.7,6.8
The Great Scout & Cathouse Thursday,"Action, Comedy, Western",1.07,4.4
The Heavenly Kid,"Fantasy, Comedy, Romance",4.29,6.0
The Plague,"Thriller, Horror",2.52,5.6
The Plague,"Action, Drama, Foreign",0.57,5.1
The Plague,Documentary,0.09,7.0
Three Many Weddings,Comedy,7.52,6.2
A Madea Christmas,Comedy,1.14,5.8
Inseparable,"Drama, Comedy, Thriller",1.55,5.9
Fric-Frac,"Drama, Comedy",0.55,7.0
Sylvia and the Ghost,"Romance, Comedy",0.0,0.0
Keep an Eye on Amelia,Comedy,0.25,5.0
The Red Inn,"Comedy, Crime",1.46,6.6
Le rouge et le noir,Drama,0.3,6.3
Love Is My Profession,"Romance, Drama, Crime",1.33,6.8
The Oldest Profession,"Comedy, Drama",0.98,5.5
Backroads,"Action, Drama",0.63,6.5
The Long and the Short and the Tall,"War, Drama",0.58,7.3
Austin High,Comedy,0.39,6.7
They All Lie,Drama,0.1,5.5
The Princess of Egypt,Drama,0.08,6.5
"The Tree, the Mayor and the Mediatheque",Comedy,0.04,7.5
Charlie Victor Romeo,,0.19,6.0
Monty Python - Almost the Truth (The Lawyer's Cut),,0.36,7.0
Super Duper Alice Cooper,"Documentary, Music",1.07,6.4
Lunopolis,"Thriller, Science Fiction, Mystery",0.73,5.3
The Mayor of Casterbridge,Drama,0.67,6.3
Beck 04 - Öga för öga,Crime,0.56,6.3
Uuno Epsanjassa,Comedy,0.0,6.5
The Hateful Eight,"Crime, Drama, Mystery, Western",20.33,7.6
Burn Paris Burn,"Fantasy, Mystery",0.15,5.0
Patton Oswalt: Tragedy Plus Comedy Equals Time,Comedy,0.86,6.9
The Anderssons in Greece: All Inclusive,"Comedy, Family",4.17,5.2
Pororo: The Racing Adventure,Animation,1.93,6.0
Emergency Squad,"Action, Thriller, Foreign",0.01,5.9
"Blood, Sweat and Fear","Drama, Crime, Romance, Foreign",0.29,0.0
Mark Shoots First,,0.02,0.0
La Legge Violenta Della Squadra Anticrimine,Crime,1.12,0.0
The Last Round,"Action, Thriller, Foreign",0.01,0.0
Mark Strikes Again,Action,0.0,0.0
Destruction Force,Crime,0.15,7.5
Highway Racer,,0.13,7.5
The Iron Commissioner,,0.0,0.0
Magnum Cop,Thriller,0.0,4.5
Convoy Busters,"Action, Thriller, Crime",0.13,7.0
Hunted City,,0.27,4.5
Speed Cross,Action,0.47,2.0
Stray Dogs,Drama,1.32,7.1
Super Bitch,Action,1.19,6.5
What Have You Done to Solange?,"Mystery, Thriller",2.7,7.2
Goodbye & Amen,Thriller,0.6,10.0
A Man on His Knees,Thriller,0.0,4.0
L'avvertimento,Crime,0.0,0.0
Point and Shoot,Documentary,1.03,7.1
Haemoo,"Thriller, Drama",6.02,6.5
La petite reine,Drama,1.04,5.5
The Legend of Lizzie Borden,Drama,0.59,5.8
Little Accidents,Drama,2.73,5.2
Processo per direttissima,"Drama, Crime",0.21,0.0
Counselor at Crime,Crime,0.59,0.0
A Christmas Kiss,"Family, TV Movie, Romance",6.28,6.1
Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s,Documentary,0.44,8.0
7 Hours of Violence,Action,0.29,3.5
Wild Card,"Thriller, Crime, Drama",16.45,5.4
Flow,Drama,0.32,0.0
Lasa & Zabala,"Thriller, Crime",1.32,6.8
Rent-a-Cat,"Drama, Comedy, Foreign",1.69,6.6
Valley of Flowers,"Adventure, Drama, Romance",0.31,7.4
Attila Marcel,"Comedy, Drama",2.04,6.6
Paper Towns,"Drama, Mystery, Romance",9.66,6.1
We Cause Scenes,,0.43,7.8
Sacred Heart,Drama,2.27,7.4
The Wonders,Drama,2.09,6.6
The Wedding Ringer,Comedy,12.21,6.5
Absence of the Good,Thriller,0.74,3.3
Scam,"TV Movie, Crime, Drama",0.12,6.5
Marilyn: The Untold Story,"Documentary, History",0.25,6.5
Naan Kadavul,"Music, Drama, Action, Mystery",0.48,7.5
Üvegtigris,Comedy,0.81,8.5
My Mistress,"Romance, Drama",1.26,5.9
The Gruffalo's Child,"Adventure, Animation, Family, Fantasy",5.62,6.4
Wyrmwood: Road Of The Dead,Horror,6.64,6.3
Hits,"Drama, Comedy",9.14,4.9
Brothers: The Return,"Crime, Drama, Thriller",0.09,5.0
Sällskapsresan II - Snowroller,Comedy,2.0,5.2
SOS,Comedy,1.84,4.7
The Master Plan,"Crime, Action, Comedy, Adventure",1.85,6.6
Ego,Drama,0.67,5.6
Jönssonligan får guldfeber,Comedy,0.06,5.3
Jönssonligan dyker upp igen,"Crime, Comedy",1.24,5.3
Jönssonligan på Mallorca,Comedy,1.02,4.7
Jönssonligan och den svarta diamanten,Comedy,0.94,4.9
Jönssonligans största kupp,"Comedy, Crime",0.36,5.6
Jönssonligan spelar högt,Comedy,0.51,4.5
Summer House,Drama,0.1,3.0
Everyone Loves Alice,Drama,0.57,7.0
Nils Karlsson Pyssling,Family,1.04,5.8
Studentfesten,Comedy,0.05,4.5
Kvarteret Skatan reser till Laholm,Comedy,0.5,5.0
Once in a Lifetime,Comedy,1.43,3.6
At Point Blank,"Action, Thriller, Crime",0.44,4.5
Kommissarie Späck,Comedy,0.29,5.1
10 000 timmar,Comedy,0.8,4.8
Lilla Jönssonligan och Cornflakeskuppen,"Comedy, Family",0.82,5.1
Lilla Jönssonligan på styva linan,,1.23,5.1
The Boy Next Door,Thriller,10.2,4.1
Boy Meets Girl,"Drama, Romance, Comedy",2.17,7.0
Let My Puppets Come,"Comedy, Music",0.04,8.0
The Adventure of Faustus Bidgood,"Comedy, Drama, Fantasy",0.05,7.0
John Doe: Vigilante,"Thriller, Crime",2.54,6.7
Hearty Paws,"Adventure, Drama",0.97,6.0
Knight of Cups,"Romance, Drama",6.89,5.7
45 Years,Drama,6.65,6.3
Diary of a Chambermaid,Drama,2.97,5.2
Volcano,Drama,1.21,6.6
Body,"Drama, Comedy",2.63,6.3
Endless Night,Drama,2.49,5.6
As We Were Dreaming,Drama,0.7,7.2
Cloud 9,"Drama, Romance",1.24,5.6
Victoria,"Drama, Romance, Thriller",8.25,7.9
Heavenly Forest,"Drama, Romance",1.45,7.3
Petting Zoo,Drama,0.65,7.0
The Golden Dream,Drama,2.09,6.8
The Only Ones,Comedy,0.13,5.8
Welcome Home Brother Charles,"Action, Thriller",0.04,5.0
Home Sweet Hell,"Drama, Comedy",8.5,5.0
Invisible Ghost,"Horror, Mystery, Thriller",1.29,5.3
Everybody Wins,"Drama, Thriller, Mystery",0.3,4.1
General Spanky,"War, Comedy, Family",0.0,0.0
Jamie Marks Is Dead,"Drama, Thriller",8.44,5.5
Slam Dance,"Mystery, Thriller",0.49,4.5
The Man Who Wouldn't Die,"Crime, Drama, Thriller",0.41,0.0
The Shepherd,"Action, Science Fiction",0.04,5.0
Wiseguy,,0.41,4.0
Wild Geese II,Action,1.27,4.0
Timbuktu,Drama,5.09,6.9
Casting Couch,Comedy,1.31,3.0
Hollow Point,"Action, Comedy, Thriller",1.1,4.4
Zeder,Horror,0.01,5.8
The Year Without a Santa Claus,"Animation, Family",1.58,6.7
From Morn to Midnight,,0.15,7.7
Artifact,"Documentary, Music",6.64,7.6
Sputnik,"Adventure, Family",0.76,6.0
Kolmistaan,"Drama, Romance",0.46,4.0
Adult Camp,Comedy,0.14,6.0
Expecting a Miracle,"TV Movie, Drama",0.11,3.0
The Dark Valley,"Western, Drama",5.62,7.1
The Maids,Drama,0.46,5.2
Priest of Love,Drama,0.01,0.0
Standing Ovation,"Comedy, Music, Family",0.22,3.9
Grizzly Falls,,0.66,4.0
Green Ice,"Adventure, Romance",1.0,4.4
Waltz Across Texas,Romance,0.42,0.0
Eloise at the Plaza,"Comedy, Family, Mystery",0.8,5.7
One Last Hug,Documentary,0.08,8.0
Two Men in Town,"Crime, Drama",2.07,5.9
Vesna Goes Fast,Drama,0.38,7.2
James Dean,Drama,1.93,6.9
Eloise at Christmastime,"Family, Comedy, Drama",1.15,5.1
Bizarre,"Drama, Romance",1.04,6.2
I'm Here,Drama,3.14,7.4
Rigoletto,Drama,0.0,6.7
Closure,Documentary,0.07,8.0
"Spy, Stand Up",Thriller,1.95,6.1
The Purple Taxi,Drama,0.5,6.0
Judge Fayard Called the Sheriff,"Drama, Crime",0.26,6.3
The Common Man,"Drama, Thriller",0.73,5.6
The Assassination,"Thriller, History",1.08,6.3
Angel's Leap,Crime,0.31,5.0
Safety Catch,"Thriller, Crime, Mystery",0.41,7.5
And Hope to Die,"Crime, Drama",0.0,6.5
Quicker Than the Eye,,0.0,0.0
Twelve Plus One,Comedy,0.97,5.3
The Blonde from Peking,"Drama, Comedy, Crime, Thriller",0.99,7.5
Un milliard dans un billard,Crime,0.0,0.0
Joy House,"Thriller, Drama, Crime",0.57,6.8
The Joy of Living,Comedy,0.63,6.2
Monsieur Ripois,,0.08,2.5
The Walls of Malapaga,Drama,0.44,4.5
Reformat the Planet,Documentary,0.04,8.0
Scandali nudi,,0.3,0.0
Drew: The Man Behind the Poster,Documentary,5.58,7.5
Blood and Diamonds,,0.01,0.0
Nick the Sting,Crime,0.16,8.5
Plastic Bag,Drama,0.69,7.5
The Last Five Years,"Comedy, Drama, Music, Romance",5.02,5.5
Naked,Comedy,0.44,5.0
The Ghosts in Our Machine,Documentary,0.4,8.0
Crimson Peak,"Mystery, Thriller, Fantasy, Horror, Drama",13.49,6.4
As Dreamers Do,"Drama, Family",0.69,4.6
Dragonheart 3: The Sorcerer's Curse,"Action, Adventure, Fantasy",11.63,4.5
12:01 PM,Science Fiction,1.93,5.8
Robin Williams: An Evening with Robin Williams,Comedy,1.09,7.0
The Great Los Angeles Earthquake,"Drama, Action",1.32,6.8
Bride of Boogedy,"Horror, Family, Comedy",0.21,4.8
Chris Rock: Bigger & Blacker,Comedy,1.75,7.8
Chris Rock: Bring the Pain,Comedy,2.03,7.7
Crockdale,,0.01,0.0
Wasteland,Drama,0.0,0.0
Beau Brummell: This Charming Man,"Drama, History",0.87,5.5
Casanova,"Drama, Comedy, Romance",1.45,7.5
Chaar Sahibzaade,"Action, Adventure, Animation, Documentary, Family, History",0.22,6.6
Queen of the Mountains,"Drama, Action",0.34,0.0
Hababam Sınıfı Sınıfta Kaldı,,1.34,7.8
Yesterday,Drama,0.0,7.5
Anbe Sivam,"Adventure, Comedy, Drama",0.65,7.2
The Moromete Family,Drama,0.6,7.4
Şaban Oğlu Şaban,Comedy,1.12,8.4
1 - Nenokkadine,"Action, Comedy, Romance",2.22,5.8
Bey Yaar,"Family, Comedy, Drama",0.33,8.0
The Outsider,"Action, Crime, Drama, Thriller",5.9,6.1
Un Papillon sur l'épaule,Drama,1.39,5.6
Love at the Top,"Drama, Comedy",1.12,6.8
Deported Women of the SS Special Section,"Drama, Thriller, War",0.88,0.0
Women in Cell Block 7,"Crime, Drama",0.41,5.5
Life's a Breeze,"Drama, Comedy",1.47,6.0
O Amor Natural,Documentary,0.08,8.0
The Forgotten Space,,0.26,3.5
The Runner from Ravenshead,Family,0.01,0.0
Plato's Academy,"Drama, Comedy",1.04,7.7
Cloudburst,"Adventure, Drama, Comedy, Thriller, Foreign",1.61,6.6
A One-Way Trip to Antibes,Drama,0.2,6.0
Mike Birbiglia: My Girlfriend's Boyfriend,"Drama, Comedy",0.89,8.1
Tom Segura: Completely Normal,Comedy,0.6,8.1
Le bel indifférent,,0.04,6.0
Mike Birbiglia: What I Should Have Said Was Nothing,Comedy,0.4,7.0
Heads,"TV Movie, Crime, Comedy",0.73,0.0
Heckler,"Documentary, Comedy",1.46,5.7
The High Sign,"Crime, Comedy",0.91,7.2
Wild Honey,,0.0,0.0
"Ilsa, Harem Keeper of the Oil Sheiks","Action, Horror",1.44,4.6
Bare Knuckles,"Adventure, Action, Thriller",0.0,0.0
Hollywood between Paranoia and Sci-Fi. The Power of Myth,Documentary,0.05,0.0
"Honey, We Shrunk Ourselves","Adventure, Comedy, Family, Science Fiction, Action",5.74,5.1
Hotel Hell Vacation,Comedy,1.48,5.5
"Standing Aside, Watching",,0.05,5.0
Kinetta,Drama,0.19,5.5
House IV,"Thriller, Horror",0.82,3.6
I Love Sarah Jane,Horror,1.23,5.1
Céleste,Drama,0.27,5.0
Sugarbaby,Comedy,0.32,6.0
Mahler on the Couch,Drama,0.27,7.7
Gamera vs. Zigra,"Adventure, Science Fiction, Action",0.6,3.2
Stitch! The Movie,"Animation, Comedy, Family",5.87,6.2
Phantom Pain,"Drama, Foreign",1.16,5.3
The Invisible Frame,"Documentary, Foreign",0.45,7.2
Hot Tub Time Machine 2,Comedy,6.58,5.0
"She No Longer Talks, She Shoots","Comedy, Crime",0.0,4.5
Music for One Apartment and Six Drummers,,0.18,7.0
The Stone Council,"Adventure, Crime, Drama, Fantasy, Mystery, Thriller",2.01,5.0
Lascars,"Animation, Comedy",4.89,6.7
The French Kissers,Comedy,5.46,5.4
JohnnyExpress,"Animation, Comedy, Science Fiction",0.82,7.9
Calcutta,"Action, Crime, Drama",1.29,5.0
Night of the Devils,"Horror, Foreign",1.45,6.0
Up in the Wind,,0.2,3.0
Lovestruck: The Musical,"Comedy, Fantasy, Romance",5.02,5.7
Getting Go: The Go Doc Project,Drama,0.91,6.5
Eddie Izzard: Glorious,Comedy,8.3,6.4
Eddie Izzard: Circle,Comedy,1.74,7.4
Secrets of Eden,"Drama, Mystery, Thriller, TV Movie",3.57,4.8
The Man in the Orange Jacket,"Horror, Thriller, Crime",1.77,5.3
Perez.,Drama,1.19,6.2
The Coven,"Horror, Fantasy",0.21,2.0
Sense and Sensibility,Drama,1.72,7.9
Serving Life,"TV Movie, Documentary",0.26,9.0
People of the Wind,Documentary,0.01,0.0
A Reflection of Fear,Horror,0.05,8.0
"Ilsa, the Mad Butcher","Drama, Horror",3.88,5.0
Love Letters of a Portuguese Nun,"Adventure, Drama, Horror",2.62,6.5
Blue Rita,"Action, Thriller",0.44,4.8
Women in Cellblock 9,"Drama, Action, Crime",1.06,5.3
Love Camp,"Adventure, Drama, Thriller",1.64,6.2
Lost and Found,,0.4,5.0
Tragic Ceremony,"Horror, Foreign",0.14,6.0
The Iguana with the Tongue of Fire,"Drama, Mystery, Horror",0.05,5.0
Murder Obsession,"Horror, Mystery",0.48,4.8
Joanna,Documentary,0.1,6.0
Our Curse,Documentary,0.09,6.0
Banklady,"Romance, Action, Crime, Drama, History",2.32,6.3
What Other Couples Do,,0.57,1.5
Tokyo Fiancée,Romance,1.83,6.0
La montaña rusa,"Comedy, Romance",0.58,5.0
The Song,"Music, Romance, Drama",1.69,5.9
The Testimony,"Crime, Drama",0.08,5.5
Lost Youth,,0.15,6.0
The Sea That Thinks,,0.19,6.8
The Clowns,"Drama, Comedy, Science Fiction, Fantasy",1.1,6.4
Memphis,,0.7,5.6
Cinderella,"Family, TV Movie",0.99,5.3
Thicker than Water,"TV Movie, Drama",0.12,5.5
How to Fall in Love,"Comedy, Romance, TV Movie",1.25,5.2
The Time Being,Mystery,0.98,4.9
Universal Soldier,"Action, Drama",0.06,7.0
The Limping Man,Thriller,0.64,5.7
Impulse,"Crime, Drama",0.14,5.3
Tarzan's Savage Fury,"Action, Adventure",0.67,5.0
The Argyle Secrets,,0.73,6.0
Out of Nature,"Comedy, Drama",2.34,7.1
Northmen: A Viking Saga,Adventure,16.39,5.3
Reflections,"Thriller, Crime",1.15,3.9
Believe Me,"Drama, Comedy",1.73,4.8
The Invisible Ones,"Romance, Documentary",0.88,6.6
J.D.'s Revenge,"Action, Thriller",0.0,6.7
The Monkey Hustle,Action,0.07,5.8
Tis kakomoiras,Comedy,0.57,7.9
Afstiros katallilo,Comedy,0.23,7.5
Loaf and Camouflage,Comedy,0.66,7.4
Exhibition,Drama,1.85,5.0
Superfast!,"Action, Comedy",5.89,4.5
Nocturne Indien,Drama,0.02,10.0
Fort Saganne,"War, Drama, History",1.85,6.9
Police Python 357,"Action, Crime, Thriller",0.93,6.2
France société anonyme,Science Fiction,0.12,4.0
The Do-Deca-Pentathlon,Comedy,3.3,4.8
Adios Carmen,Drama,0.05,7.0
Zero,Drama,0.05,8.0
Bandaged,"Action, Drama, Thriller",0.28,4.8
