director,title,release_date,budget,revenue,return
Pekka Parikka,Plainlands,1988-02-26,0,0.0,0.0
Derrick Borte,The Joneses,2009-09-13,10000000,7022728.0,0.7
Walter Lang,With a Song in My Heart,1952-04-03,0,0.0,0.0
Ernst Lubitsch,The Love Parade,1929-11-19,0,0.0,0.0
André Téchiné,The Girl on the Train,2009-03-18,0,0.0,0.0
Jugal Hansraj,Pyaar Impossible,2010-01-08,0,0.0,0.0
Clarence Brown,The Rains Came,1939-09-15,0,0.0,0.0
Tze Chun,Children of Invention,2010-08-10,0,0.0,0.0
Joann Sfar,Gainsbourg: A Heroic Life,2010-01-20,0,0.0,0.0
Alain Resnais,Wild Grass,2009-05-20,0,0.0,0.0
Dario Argento,Giallo,2010-03-13,14000000,0.0,0.0
Luis Mandoki,Gaby: A True Story,1987-10-30,5000000,125400.0,0.03
Jan Troell,Who Saw Him Die?,1968-03-18,0,0.0,0.0
Charles Walters,Billy Rose's Jumbo,1962-12-06,0,0.0,0.0
Curtis Bernhardt,Miss Sadie Thompson,1953-12-23,0,0.0,0.0
Dwight H. Little,TEKKEN,2010-03-20,30000000,967000.0,0.03
"Michael Preece, Eric Norris",The President's Man,2000-01-01,0,0.0,0.0
Ulf Malmros,The Wedding Photographer,2009-10-16,0,0.0,0.0
Roy Andersson,Giliap,1975-11-16,0,0.0,0.0
Peter Yates,Don Quixote,2000-04-08,0,0.0,0.0
"Gilles Lellouche, Tristan Aurouet",Narco,2004-12-01,823258,823258.0,1.0
"Ryan Page, Christopher Pomerenke",Blood Into Wine,2010-02-19,0,0.0,0.0
Claude Miller,Deadly Circuit,1983-03-09,0,0.0,0.0
Bohdan Sláma,Something Like Happiness,2005-06-29,0,0.0,0.0
Jacques Rivette,The Story of Marie and Julien,2003-09-10,0,0.0,0.0
Daisuke Nishio,Dragon Ball Z: Dead Zone,1989-06-15,0,0.0,0.0
Kiyoshi Kurosawa,Retribution,2006-09-03,0,0.0,0.0
Daniel Stamm,The Last Exorcism,2010-08-27,1800000,67738090.0,37.63
Jerzy Kawalerowicz,Mother Joan of the Angels,1961-02-09,0,0.0,0.0
María Luisa Bemberg,Camila,1984-05-17,0,0.0,0.0
Dorothy Arzner,Christopher Strong,1933-03-09,0,0.0,0.0
John Huston,San Pietro,1945-05-03,0,0.0,0.0
Dorothy Arzner,"Dance, Girl, Dance",1940-08-30,0,0.0,0.0
Peter Brook,King Lear,1971-02-04,0,0.0,0.0
Peter Brook,King Lear,1971-02-04,0,0.0,0.0
Peter Brook,King Lear,1971-02-04,0,0.0,0.0
Peter Brook,King Lear,1971-02-04,0,0.0,0.0
Ousmane Sembene,Black Girl,1966-01-01,0,0.0,0.0
Margarethe von Trotta,Rosa Luxemburg,1986-04-10,0,0.0,0.0
Sergei Bodrov Jr.,Sisters,2001-05-10,0,0.0,0.0
Anton Corbijn,The American,2010-08-31,20000000,65464324.0,3.27
Nelson Pereira dos Santos,How Tasty Was My Little Frenchman,1971-06-01,0,0.0,0.0
Kaneto Shindô,Children of Hiroshima,1952-08-06,0,0.0,0.0
Yasuzô Masumura,Kisses,1957-07-23,0,0.0,0.0
Spike Lee,If God Is Willing and da Creek Don't Rise,2010-08-23,0,0.0,0.0
Jeff Tremaine,Jackass 2.5,2007-12-18,0,0.0,0.0
Eric Till,The Christmas Toy,1986-12-06,0,0.0,0.0
Ernst Lubitsch,The Wildcat,1921-04-14,0,0.0,0.0
Raúl Ruiz,The Hypothesis of the Stolen Painting,1978-04-04,0,0.0,0.0
Ken Hughes,The Trials of Oscar Wilde,1960-05-01,0,0.0,0.0
Albert Pyun,Urban Menace,1999-09-07,0,0.0,0.0
"Karen Peterson, Marsh Lamore, Milton Gray, Bob Shellhorn, Mike Svayko",Cartoon All-Stars to the Rescue,1990-04-21,0,0.0,0.0
"Yannick Dahan, Benjamin Rocher",The Horde,2009-08-28,0,0.0,0.0
"Henrik Hellström, Fredrik Wenzel",Burrowing,2009-02-07,0,0.0,0.0
"Josh Gordon, Will Speck",The Switch,2010-05-11,19000000,49830607.0,2.62
Piotr Szulkin,Golem,1980-03-18,0,0.0,0.0
Bassam Kurdali,Elephants Dream,2006-03-24,150000,0.0,0.0
"Nicolas Alberny, Jean Mach",8th Wonderland,2008-05-15,0,0.0,0.0
Josh Fox,Gasland,2010-01-24,0,0.0,0.0
Errol Morris,The Dark Wind,1991-01-01,0,0.0,0.0
Stanley Kubrick,Fear and Desire,1953-04-01,53000,0.0,0.0
Steven Cantor,No One Dies in Lily Dale,2011-01-01,0,0.0,0.0
Liz Garbus,Shouting Fire: Stories from the Edge of Free Speech,2009-01-20,0,0.0,0.0
Mika Kaurismäki,Vesku,2010-09-03,0,0.0,0.0
Liu Chia-Liang,Dirty Ho,1979-04-07,0,0.0,0.0
Eric Bricker,Visual Acoustics,2009-10-09,0,0.0,0.0
Philippe Diaz,The End of Poverty?,2008-05-19,1000000,57.0,0.0
Timo Koivusalo,Kulkuri ja joutsen,1999-02-19,0,0.0,0.0
Todd Phillips,Hated:  GG Allin & the Murder Junkies,1994-01-01,0,0.0,0.0
"Robert Rodriguez, Ethan Maniquis",Machete,2010-09-01,20000000,31327899.0,1.57
Jon M. Chu,Step Up 3D,2010-08-04,30000000,159291809.0,5.31
Alfred E. Green,Smart Money,1931-07-11,0,0.0,0.0
Lee Sholem,Tarzan's Magic Fountain,1949-02-05,0,0.0,0.0
Nicole Oppermann,Off and Running,2009-04-22,0,0.0,0.0
Ryan Barton-Grimley,The Truth,2010-05-20,0,0.0,0.0
Karin Albou,The Wedding Song,2008-11-24,0,0.0,0.0
Nanette Burstein,Going the Distance,2010-09-01,32000000,42045846.0,1.31
Ceri Levy,Bananaz,2008-02-07,0,0.0,0.0
Tage Danielsson,Release the Prisoners to Spring,1975-12-06,0,0.0,0.0
Hans Alfredson,False as Water,1985-11-08,0,0.0,0.0
Otto Preminger,The Moon Is Blue,1953-07-08,0,0.0,0.0
William Dieterle,Love Letters,1945-10-26,0,0.0,0.0
Delmer Daves,Pride of the Marines,1945-08-24,0,0.0,0.0
King Vidor,Comrade X,1940-12-13,0,0.0,0.0
"Melvin Frank, Norman Panama",Above and Beyond,1952-12-31,0,0.0,0.0
Shane Thueson,Four Stories of St. Julian,2010-08-24,0,0.0,0.0
Russell Thomas,Bill Bailey: Tinselworm,2008-11-10,0,0.0,0.0
Busby Berkeley,Babes on Broadway,1941-12-31,0,0.0,0.0
Clarence Brown,Conquest,1937-10-22,0,0.0,0.0
William Keighley,The Street with No Name,1948-07-14,0,0.0,0.0
David Butler,It's a Great Feeling,1949-08-01,0,0.0,0.0
Charles Vidor,The Joker Is Wild,1957-09-26,0,0.0,0.0
J. Lee Thompson,The Reincarnation of Peter Proud,1975-04-25,0,0.0,0.0
Joseph Kane,"Come On, Rangers",1938-11-21,0,0.0,0.0
Joseph Kane,"Oh, Susanna",1936-08-19,0,0.0,0.0
Mika Kaurismäki,The Worthless,1982-10-15,0,0.0,0.0
Adam Mason,Blood River,2009-01-01,0,0.0,0.0
Michael Feifer,Abandoned,2010-08-24,0,0.0,0.0
"Aki Kaurismäki, Mika Kaurismäki",The Saimaa Gesture,1981-09-11,0,0.0,0.0
"Damani Baker, Alex Vlack",Still Bill,2010-01-27,0,0.0,0.0
Morgan J. Freeman,Homecoming,2009-07-17,1500000,0.0,0.0
Cornel Wilde,Beach Red,1967-08-03,0,0.0,0.0
Charles Vidor,A Song to Remember,1945-01-19,0,0.0,0.0
Lewis Milestone,Arch of Triumph,1948-02-17,0,0.0,0.0
"Jason Friedberg, Aaron Seltzer",Vampires Suck,2010-08-18,20000000,80547866.0,4.03
Simon Verhoeven,Men in the City,2009-09-09,0,0.0,0.0
David de Vos,The Theory of Everything,2006-10-30,0,0.0,0.0
Nigel Cole,$5 a Day,2008-01-01,0,0.0,0.0
Paul W.S. Anderson,Resident Evil: Afterlife,2010-09-09,60000000,300228084.0,5.0
Hitoshi Matsumoto,Symbol,2009-09-12,0,0.0,0.0
Stan Foster,Preacher's Kid,2010-01-29,7000000,0.0,0.0
Richard Berry,22 Bullets,2010-03-23,24000000,0.0,0.0
Lloyd Bacon,Larceny Inc.,1942-04-24,0,0.0,0.0
Geir Hansteen Jorgensen,The New Country,2000-11-24,0,0.0,0.0
"Johnnie To, Tsui Hark, Ringo Lam",Triangle,2007-10-01,5000000,0.0,0.0
Michael Almereyda,The Eternal,1998-09-18,0,0.0,0.0
Kim Ki-young,Oh! Blue Fish Island,1977-10-03,0,0.0,0.0
Im Kwon-taek,Sopyonje,1993-04-10,0,0.0,0.0
William A. Wellman,Heroes for Sale,1933-06-17,290,0.0,0.0
Fritz Lang,Western Union,1941-02-21,0,0.0,0.0
Bertrand Bonello,The Pornographer,2001-09-08,1500000,0.0,0.0
Wim Wenders,Palermo Shooting,2008-11-20,0,0.0,0.0
Harry Lachman,Our Relations,1936-10-30,400000,0.0,0.0
Peter Medak,The Hunchback,1997-03-16,0,0.0,0.0
John Carpenter,Someone's Watching Me!,1978-11-27,0,0.0,0.0
Amos Kollek,Sue,1997-01-01,0,0.0,0.0
George A. Romero,Hungry Wives,1972-05-01,90000,0.0,0.0
Arto Halonen,Prinsessa,2010-09-09,0,0.0,0.0
Colin Eggleston,Long Weekend,1978-10-14,0,0.0,0.0
David Fincher,The Social Network,2010-09-30,40000000,224920315.0,5.62
Šarūnas Bartas,Few of Us,1996-09-18,0,0.0,0.0
Frederick Wiseman,Juvenile Court,1973-06-04,0,0.0,0.0
Lauren Montgomery,Superman/Batman: Apocalypse,2010-09-28,3500000,0.0,0.0
Norman Taurog,Design for Scandal,1941-12-01,0,0.0,0.0
Tony Krantz,Otis,2008-03-07,0,0.0,0.0
Shôhei Imamura,A Man Vanishes,1967-07-08,0,0.0,0.0
Shôhei Imamura,History of Postwar Japan as Told by a Bar Hostess,1970-01-01,0,0.0,0.0
Jean-Luc Godard,The Married Woman,1964-12-04,120000,0.0,0.0
Ben Affleck,The Town,2010-09-15,37000000,154026136.0,4.16
Gillo Pontecorvo,Kapo,1960-09-27,0,0.0,0.0
Phil Karlson,The Phenix City Story,1955-08-14,0,0.0,0.0
Matt McCormick,Some Days Are Better Than Others,2011-06-03,0,0.0,0.0
Kristian Levring,Fear Me Not,2008-12-19,0,0.0,0.0
Kyle Rankin,Infestation,2009-02-05,0,0.0,0.0
Anthony Fankhauser,2012: Supernova,2009-10-27,0,0.0,0.0
Will Gluck,Easy A,2010-09-10,8000000,74952305.0,9.37
Ryan Murphy,Eat Pray Love,2010-08-12,60000000,204594016.0,3.41
"Rob Epstein, Jeffrey Friedman",Howl,2010-08-26,30000,617000.0,20.57
George VanBuskirk,Camp Hell,2010-08-13,3000000,0.0,0.0
Sam Bozzo,Blue Gold: World Water Wars,2008-10-09,100000,0.0,0.0
Simon Hynd,Senseless,2008-01-01,0,0.0,0.0
Luis García Berlanga,The Rocket from Calabuch,1956-09-28,0,0.0,0.0
Bud Yorkin,Come Blow Your Horn,1963-06-05,0,0.0,0.0
Frank Tashlin,Susan Slept Here,1954-07-14,0,0.0,0.0
Casey Affleck,I'm Still Here,2010-09-10,0,0.0,0.0
Sam Wood,Saratoga Trunk,1945-11-21,1750000,0.0,0.0
David Stenn,Girl 27,2007-07-27,0,0.0,0.0
Ella Lemhagen,"Patrik, Age 1.5",2008-09-12,0,56299.0,0.0
Rob Reiner,Flipped,2010-08-06,14000000,1755212.0,0.13
Toni Myers,Hubble 3D,2010-03-19,0,0.0,0.0
Oliver Stone,Wall Street: Money Never Sleeps,2010-09-02,70000000,134748021.0,1.92
Jules Dassin,Phaedra,1962-01-01,0,0.0,0.0
Richard Eyre,Tumbledown,1988-05-29,0,0.0,0.0
"Kevin Brownlow, David Gill",Buster Keaton: A Hard Act to Follow,1987-09-30,0,0.0,0.0
Delbert Mann,Mister Buddwing,1966-07-15,0,0.0,0.0
Zack Snyder,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,80000000,140073390.0,1.75
Brad Peyton,Cats & Dogs 2 : The Revenge of Kitty Galore,2010-07-30,85000000,112483764.0,1.32
Curtis Harrington,What's the Matter with Helen?,1971-06-30,0,0.0,0.0
Irving Rapper,Rhapsody in Blue,1945-09-22,0,0.0,0.0
"W.S. Van Dyke, Roy Del Ruth",Broadway Melody of 1936,1935-09-20,0,0.0,0.0
Jean Negulesco,Boy on a Dolphin,1957-04-18,0,0.0,0.0
Yoshiyuki Kuroda,Lone Wolf and Cub: White Heaven in Hell,1974-01-01,0,0.0,0.0
Kenji Misumi,Lone Wolf and Cub: Baby Cart in the Land of Demons,1973-01-01,0,0.0,0.0
Pierre Schoendoerffer,Diên Biên Phu,1992-03-04,30000000,0.0,0.0
Noah Buschel,The Missing Person,2009-01-16,0,0.0,0.0
John Sayles,Amigo,2010-07-14,1200000,0.0,0.0
George Cukor,"Edward, My Son",1949-06-02,0,0.0,0.0
Robert D. Webb,Beneath the 12-Mile Reef,1953-12-02,0,0.0,0.0
Russell Rouse,The Oscar,1966-03-04,0,0.0,0.0
Claude Sautet,The Big Risk,1960-03-23,0,0.0,0.0
Doze Niu Cheng-Tse,Monga,2010-02-05,0,0.0,0.0
Gaylen Ross,Killing Kasztner,2008-10-01,0,0.0,0.0
"Ryan Fleck, Anna Boden",It's Kind of a Funny Story,2010-07-06,8000000,6491240.0,0.81
Russ Meyer,Mudhoney,1965-05-25,60000,0.0,0.0
"Paola Mendoza, Gloria La Morte",Entre Nos,2009-04-25,0,0.0,0.0
Ahmed Ahmed,Just Like Us,2011-10-06,0,0.0,0.0
Alex van Warmerdam,Abel,1986-02-27,0,0.0,0.0
Satyajit Ray,Kanchenjungha,1962-05-11,0,0.0,0.0
Cecil B. DeMille,The Squaw Man,1914-02-14,0,0.0,0.0
George Gallo,Middle Men,2009-05-17,22000000,0.0,0.0
Jonathan Parker,(Untitled),2009-10-25,0,230600.0,0.0
Radu Muntean,The Paper Will Be Blue,2006-08-07,0,0.0,0.0
François Ozon,Ricky,2009-02-11,0,0.0,0.0
John Erick Dowdle,The Poughkeepsie Tapes,2007-04-27,0,0.0,0.0
Anders Grönros,The Eighth Day,1979-01-13,0,0.0,0.0
Frederick Wiseman,The Last Letter,2002-05-21,0,0.0,0.0
Kaneto Shindô,Tree Without Leaves,1986-11-15,0,0.0,0.0
"Nick Grinde, Edward Sedgwick, Malcolm St. Clair",Remote Control,1930-11-15,0,0.0,0.0
Norman Z. McLeod,Alice in Wonderland,1933-12-22,0,0.0,0.0
Dennis Iliadis,Hardcore,2004-03-12,0,0.0,0.0
"Matthew Aeberhard, Leander Ward",The Crimson Wing: Mystery of the Flamingos,2008-12-17,0,0.0,0.0
Hue Rhodes,Saint John of Las Vegas,2009-06-10,3800000,111731.0,0.03
Stephen Frears,Tamara Drewe,2010-07-14,0,0.0,0.0
Satish Kaushik,Tere Naam,2003-08-15,1,2.0,2.0
Richard Levine,Every Day,2010-01-14,0,18000.0,0.0
Giovanni Rodríguez,Red Canyon,2008-01-01,1500000,0.0,0.0
Jeff Bleckner,Loving Leah,2009-01-25,0,0.0,0.0
Norman Foster,"Thank You, Mr. Moto",1937-12-24,0,0.0,0.0
Edward Sedgwick,West Point,1928-01-07,0,0.0,0.0
Adrián Caetano,Red Bear,2002-05-23,0,0.0,0.0
Dan Curtis,The Night Strangler,1973-01-16,0,0.0,0.0
Robert Aldrich,Twilight's Last Gleaming,1977-02-09,0,0.0,0.0
Rainer Werner Fassbinder,Effi Briest,1974-06-20,0,0.0,0.0
Frank De Felitta,Dark Night of the Scarecrow,1981-10-24,0,0.0,0.0
Brandon Beckner,Remarkable Power,2008-01-01,0,0.0,0.0
Daryn Tufts,My Girlfriend's Boyfriend,2010-04-22,1400000,0.0,0.0
Milčo Mančevski,Shadows,2007-06-06,0,0.0,0.0
Jack Conway,Brown of Harvard,1926-05-02,0,0.0,0.0
Matt Reeves,Let Me In,2010-10-01,20000000,24145613.0,1.21
Colin Levy,Sintel,2010-09-30,550000,0.0,0.0
Sacha Goedegebure,Big Buck Bunny,2008-04-10,150000,0.0,0.0
Randall Wallace,Secretariat,2010-08-20,35000000,60251371.0,1.72
Joel Anderson,Lake Mungo,2008-06-17,0,0.0,0.0
John Erick Dowdle,Devil,2010-01-13,10000000,33583175.0,3.36
Valérie Minetto,Looking for Cheyenne,2005-04-01,0,0.0,0.0
Andy Fickman,You Again,2010-09-24,20000000,32005248.0,1.6
Greg Berlanti,Life As We Know It,2010-10-02,38000000,105610124.0,2.78
"Henry Joost, Ariel Schulman",Catfish,2010-09-17,30000,3045943.0,101.53
Woody Allen,You Will Meet a Tall Dark Stranger,2010-05-23,22000000,0.0,0.0
Darren Doane,Collision,2009-10-27,0,0.0,0.0
Darin Scott,Dark House,2009-04-19,0,0.0,0.0
John Curran,Stone,2010-10-07,22000000,9479718.0,0.43
Steven Hentges,Hunger,2009-05-12,625000,0.0,0.0
Martin Weisz,Grimm Love,2006-08-27,0,0.0,0.0
"W.S. Van Dyke, Robert Z. Leonard",Naughty Marietta,1935-03-29,0,0.0,0.0
Tom Gries,The Hawaiians,1970-06-17,0,0.0,0.0
"Hal Roach, Hal Roach, Jr.",One Million B.C.,1940-04-26,0,0.0,0.0
Charles Ferguson,Inside Job,2010-10-08,2000000,7871522.0,3.94
Catherine Corsini,Leaving,2009-08-12,7600000,0.0,0.0
Gareth Edwards,Monsters,2010-06-18,500000,4242978.0,8.49
"Lyman Dayton, Sam Pillsbury",Where The Red Fern Grows,2003-05-03,0,0.0,0.0
Will Meugniot,Dragonlance: Dragons Of Autumn Twilight,2008-01-15,0,0.0,0.0
Lance Bangs,David Cross: Bigger and Blackerer,2010-05-25,0,0.0,0.0
"Stuart Rosenberg, Burt Balaban","Murder, Inc.",1960-06-28,0,0.0,0.0
Tony Goldwyn,Conviction,2010-09-11,12500000,6732980.0,0.54
Abe Sylvia,Dirty Girl,2010-09-12,4000000,55125.0,0.01
Rachel Perkins,Bran Nue Dae,2009-08-09,7,7.0,1.0
Jerry Hopper,The Private War of Major Benson,1955-08-02,0,0.0,0.0
Ronald Neame,The Card,1952-02-25,0,0.0,0.0
Norman Z. McLeod,Merrily We Live,1938-03-04,0,0.0,0.0
Bob Byington,Harmony and Me,2010-01-15,0,0.0,0.0
Mark Romanek,Never Let Me Go,2010-09-15,15000000,9455232.0,0.63
Dominique Deruddere,The Wedding Party,2005-04-21,0,0.0,0.0
Robert Altman,Countdown,1968-02-01,0,0.0,0.0
Roy Rowland,Rogue Cop,1954-09-17,0,0.0,0.0
Compton Bennett,That Forsyte Woman,1949-11-03,0,0.0,0.0
Anthony Page,The Lady Vanishes,1979-04-30,0,0.0,0.0
Pepe Danquart,To the Limit,2007-02-09,0,0.0,0.0
Mark Tonderai,Hush,2008-08-13,0,0.0,0.0
Sylvain Chomet,The Illusionist,2010-02-16,18000000,5602431.0,0.31
Mona Achache,The Hedgehog,2009-07-03,0,0.0,0.0
Veiko Õunpuu,Autumn Ball,2007-09-13,0,0.0,0.0
George Marshall,"Murder, He Says",1945-01-01,0,0.0,0.0
Niels Arden Oplev,Worlds Apart,2008-02-22,0,0.0,0.0
William Olsson,An American Affair,2008-11-27,0,0.0,0.0
Rainer Werner Fassbinder,Martha,1974-05-27,0,0.0,0.0
Marko Naberšnik,Rooster's Breakfast,2007-11-17,0,0.0,0.0
Rene Daalder,Massacre at Central High,1976-09-01,0,0.0,0.0
Rainer Werner Fassbinder,Love Is Colder Than Death,1970-01-16,0,0.0,0.0
Paolo Sorrentino,The Family Friend,2006-10-01,0,0.0,0.0
Nicholas Ray,Party Girl,1958-10-28,0,0.0,0.0
Diego Luna,J.C. Chavez,2007-05-18,0,0.0,0.0
Sean Astin,The Long and Short of It,2003-01-01,0,0.0,0.0
Emily Abt,Toe to Toe,2010-02-26,0,0.0,0.0
Witold Leszczynski,Konopielka,1982-01-01,0,0.0,0.0
Veiko Õunpuu,The Temptation of St. Tony,2009-10-10,0,0.0,0.0
Darlo Piana,Lost Boys: The Thirst,2010-05-12,4400000,0.0,0.0
Gregg Araki,Kaboom,2010-08-22,0,539957.0,0.0
Nikos Nikolaidis,Morning Patrol,1987-10-08,0,0.0,0.0
Zoya Akhtar,Luck By Chance,2009-03-27,0,0.0,0.0
Peter Hanson,Tales From the Script,2009-01-10,0,0.0,0.0
Daniel Snyder,Dreams on Spec,2007-01-01,0,0.0,0.0
Keith Melton,IMAX Mummies Secrets Of The Pharohs,2007-05-25,4000000,0.0,0.0
Miguel M. Delgado,El padrecito,1964-09-03,0,0.0,0.0
Julia Bacha,Budrus,2010-10-08,0,0.0,0.0
Mikio Naruse,Wife! Be Like a Rose!,1935-08-15,0,0.0,0.0
František Vláčil,Adelheid,1970-04-06,0,0.0,0.0
Anusha Rizvi,PEEPLI [Live],2010-08-13,2270000,6900000.0,3.04
Tomasz Zygadło,The Moth,1980-10-10,0,0.0,0.0
Sam Wood,The Girl Said No,1930-03-15,0,0.0,0.0
Robert Gist,An American Dream,1966-08-31,0,0.0,0.0
"Stephen Hopkins, Bob Hoskins, Ewan McGregor, Jude Law, Menhaj Huda, Armando Iannucci, Charles McDougall, Gaby Dellal, Amy Jenkins",Tube Tales,1999-01-01,0,0.0,0.0
Quentin Dupieux,Rubber,2010-07-09,500000,98017.0,0.2
Daniel Grou,Seven Days,2010-06-22,0,0.0,0.0
"Måns Mårlind, Björn Stein",Shelter,2010-03-27,22000000,851517.0,0.04
Allen Wolf,In My Sleep,2010-04-23,0,0.0,0.0
Aki Kaurismäki,Hamlet Goes Business,1987-08-21,0,0.0,0.0
"Akio Sakai, Toshio Hirata",Barefoot Gen 2,1986-06-14,0,0.0,0.0
Jacob Thuesen,The Early Years: Erik Nietzsche Part 1,2007-12-25,0,0.0,0.0
Jeff Tremaine,Jackass 3D,2010-10-15,20000000,117224271.0,5.86
"Sebastian Junger, Tim Hetherington",Restrepo,2010-06-25,0,1422910.0,0.0
Dean Francis,Road Train,2010-05-28,0,0.0,0.0
Joe Dante,The Hole,2009-09-09,0,0.0,0.0
Zhang Yibai,Spring Subway,2002-05-28,0,0.0,0.0
Ben Ketai,30 Days of Night: Dark Days,2010-10-04,0,0.0,0.0
Kim Hyung-joon,No Mercy,2010-01-07,0,0.0,0.0
Neil Gaiman,A Short Film About John Bolton,2003-01-24,0,0.0,0.0
Davis Guggenheim,Waiting for 'Superman',2010-09-24,0,0.0,0.0
Roy Del Ruth,The West Point Story,1950-11-25,0,0.0,0.0
Ian Fitzgibbon,Perrier’s Bounty,2009-09-11,0,0.0,0.0
Edward Dmytryk,Where Love Has Gone,1964-11-02,0,0.0,0.0
George Fitzmaurice,Suzy,1936-07-20,0,0.0,0.0
Johnny Kevorkian,The Disappeared,2008-01-01,0,0.0,0.0
Mark Rydell,The Fox,1967-12-13,0,0.0,0.0
Lloyd Bacon,The Frogmen,1951-01-25,0,0.0,0.0
Peter Orton,Jerry Springer: The Opera,2005-11-14,0,0.0,0.0
Robert Schwentke,RED,2010-10-13,58000000,71664962.0,1.24
John Golden,Fat Guy Goes Nutzoid,1986-09-05,0,0.0,0.0
Jacques Poitrenaud,Strip-Tease,1963-05-29,0,0.0,0.0
Larry Peerce,The Other Side of the Mountain,1975-11-14,0,0.0,0.0
George Cukor,The Actress,1953-09-25,0,0.0,0.0
Susanne Bier,In a Better World,2010-08-26,15000000,0.0,0.0
Wes Craven,My Soul to Take,2010-10-08,25000000,19829957.0,0.79
Félix Viscarret,Under the Stars,2007-03-15,0,0.0,0.0
Oliver Stone,South of the Border,2009-09-07,0,0.0,0.0
Matt Tauber,The Architect,2006-12-01,0,0.0,0.0
Haim Tabakman,Eyes Wide Open,2009-05-20,0,0.0,0.0
Zev Berman,Borderland,2007-11-09,0,0.0,0.0
Steven Dieveney,Big Game,2008-01-01,0,0.0,0.0
Sean McConville,Deadline,2009-01-01,0,0.0,0.0
Jo Baier,Nicht alle waren Mörder,2006-10-31,0,0.0,0.0
Kirk Jones,A Day In The Life,2009-07-07,0,0.0,0.0
Carlos Saura,The Hunt,1966-11-07,0,0.0,0.0
"Mark Henderson, Kate Horne",My Kidnapper,2010-10-12,0,0.0,0.0
Aleksandar Petrović,It Rains in My Village,1968-01-01,0,0.0,0.0
Angelina Maccarone,Vivere,2007-04-26,0,0.0,0.0
Krzysztof Lang,Provocateur,1995-05-31,0,0.0,0.0
Erik Balling,The Olsen Gang,1968-10-11,0,0.0,0.0
Santiago Bou Grasso,The Employment,2008-01-01,0,0.0,0.0
Dariush Mehrjui,The Pear Tree,1998-10-18,0,0.0,0.0
Dev Benegal,"Road, Movie",2009-09-18,0,0.0,0.0
Stewart Hendler,Whisper,2007-11-27,12000000,5285197.0,0.44
AJ Kparr,The Box,2007-01-01,0,0.0,0.0
Yasujirō Ozu,The Only Son,1936-09-15,0,0.0,0.0
Yasujirō Ozu,There Was a Father,1942-04-01,0,0.0,0.0
Jørgen Leth,The Perfect Human,1967-01-01,0,0.0,0.0
Pascal Chaumeil,Heartbreaker,2010-03-17,8700000,47355187.0,5.44
Xavier Beauvois,Of Gods and Men,2010-05-18,4000000,41424067.0,10.36
Eric Khoo,12 Storeys,1997-06-12,0,0.0,0.0
Thomas Clay,The Great Ecstasy of Robert Carmichael,2005-08-14,0,0.0,0.0
Kamen Kalev,Eastern Plays,2009-10-16,0,0.0,0.0
Zola Maseko,Drum,2004-10-30,0,0.0,0.0
Victor Fleming,Bombshell,1933-10-13,0,0.0,0.0
Šarūnas Bartas,Eastern Drift,2010-12-01,0,0.0,0.0
Jean Girault,The Gendarme Gets Married,1968-10-30,0,0.0,0.0
Theo Angelopoulos,Voyage to Cythera,1984-04-21,0,0.0,0.0
Michelangelo Antonioni,Le amiche,1955-11-18,0,0.0,0.0
José Luis López-Linares,"The Chicken, the Fish and the King Crab",2008-02-15,0,0.0,0.0
Tod Williams,Paranormal Activity 2,2010-10-20,3000000,177512032.0,59.17
"Tobias Lindholm, Michael Noer",R,2010-04-22,0,0.0,0.0
Lauro Chartrand,Born to Raise Hell,2010-10-19,10000000,0.0,0.0
Steve Shimek,The Maze,2010-10-19,200,0.0,0.0
F.W. Murnau,The Finances of the Grand Duke,1924-01-07,0,0.0,0.0
F.W. Murnau,The Haunted Castle,1921-04-07,0,0.0,0.0
Miika Ullakko,What Became of Us,2009-12-11,0,0.0,0.0
William Wyler,Counsellor at Law,1933-12-25,0,0.0,0.0
"Gail Dolgin, Vicente Franco",Daughter from Danang,2002-01-11,0,0.0,0.0
Bahman Farmanara,"Smell of Camphor, Fragrance of Jasmine",2000-09-08,0,0.0,0.0
Jonathan Glendening,13Hrs,2010-08-28,0,0.0,0.0
Gerald Mayer,Dial 1119,1950-11-03,0,0.0,0.0
Xavier Dolan,Heartbeats,2010-05-16,0,62985.0,0.0
Julie Delpy,The Countess,2009-02-09,8500000,0.0,0.0
Lamont Johnson,The Last American Hero,1973-01-01,0,0.0,0.0
John Polson,Tenderness,2009-01-15,0,0.0,0.0
Nils Malmros,Tree of Knowledge,1981-06-06,0,0.0,0.0
Clint Eastwood,Hereafter,2010-10-15,50000000,105197635.0,2.1
Christopher Smith,Black Death,2010-06-07,0,265318.0,0.0
Gilles Bourdos,Afterwards,2008-10-01,15400000,0.0,0.0
Isaac Florentine,Undisputed III : Redemption,2010-05-22,3000000,0.0,0.0
Erik Balling,The Olsen Gang on the Track,1975-09-26,0,0.0,0.0
Kevin Greutert,Saw: The Final Chapter,2010-10-21,20000000,136150434.0,6.81
Todd Phillips,Due Date,2010-11-04,65000000,211780824.0,3.26
Alexander Korda,Perfect Strangers,1945-10-15,0,0.0,0.0
Delbert Mann,Desire Under the Elms,1958-03-12,0,0.0,0.0
Danny Boyle,127 Hours,2010-11-05,18000000,35692920.0,1.98
Tom McGrath,Megamind,2010-10-28,130000000,321887208.0,2.48
